"id","name_tc","description_tc","slug"
"81690","MM 美國經濟用戶情緒指數","MM 美國經濟用戶情緒指數，計算方法: MM 用戶信心指標樂觀指數+0.5*MM 用戶信心指標樂觀指數，這個計算方法與 PMI 計算的方法相同，因此同樣以 50作為界線，當情緒指數大於 50，代表 MacroMicro 多數用戶對 S&P 500看法樂觀，反之代表悲觀。

根據歷史經驗，該指數大於 70，代表「極度樂觀」；低於 30，代表「極度悲觀」。

","mm-survey-sp500-diffusion"
"71582","中美利差vs.離岸人民幣匯率",,"us-china-interest-rate-vs-rmb-exchange-rate"
"71587","David Jacks實質原物料價格指數-原物料長期趨勢","NBER 研究員 David Jacks 博士參考了 1900 年至今 40 餘種大宗商品的價格走勢，並以美國消費者物價指數（CPI）作為平減指數取得實質價格，最終根據各項子商品的生產價值（1975 年）作為固定權重，編製而成的實質原物料價格指數。

根據 David Jacks 研究，商品實質價格指數可分為長期趨勢、超級循環、短期繁榮 / 蕭條事件，並且得到以下三個結論：

1. 1950 年以來，大宗商品的實質價格不斷上漲，但上漲幅度溫和。
2. 不管是過去還是現在，大宗商品的價格週期模式保持一致，亦即長期偏離潛在趨勢。
3. 商品價格週期往往因過度繁榮而破滅，在自由浮動匯率時期會更為劇烈，因此與原物料出口國存在密切相關性。

參考文獻：Jacks, D.S. (2019), “From Boom to Bust: A Typology of Real Commodity Prices in the Long Run.” Cliometrica 13(2), 202-220.","david-jacks-real-commodity-prices-index-1975-shares"
"71588","David Jacks實質原物料價格指數-原物料超級循環","二十世紀以來，生產力循環與原物料超級循環各經歷過 4 次，兩者相互交錯輪動。原物料的上升週期分別為：

1. 1898 ~ 1917 年：美國本土展開西進運動，大規模移民湧入西部地區，政府開始引入運河、鐵路建設，加上石油、煤炭、鐵礦等資源的發現，鋼鐵、石油、汽車工業迅速發展，直到一戰時軍備物資需求暴漲、原物料價格漲勢才走到高峰。

2. 1933 ~ 1947 年：1929 年開始的經濟大蕭條重創民間需求、價格觸底，但隨後興起的貿易保護主義、各國軍備競賽、二戰嚴重破壞歐亞大陸工業設施，使得原物料價格再度重返上升軌跡。

3. 1971 ~ 1980 年：戰後重建時期，歐洲推行「馬歇爾計畫」振興經濟，日本也大力發展鋼鐵、汽車、家電、半導體等產業，全球需求穩定成長，並在 1970 年代的兩次石油危機中達到物價通膨高點。

4. 1999 ~ 2011 年：千禧年後，中國加入世界貿易組織（WTO），龐大需求再度刺激原料價格飛漲，最終在 2008 年金融海嘯前夕的投機性資金行情達到高點。","david-jacks-real-commodity-prices-index-1975-shares-detrended"
"120834","美國-指數股票型基金[ETF]-總市值(按基金類別)",,"us-exchange-trade-funds-total-financial-assets-market-value-level-by-fund-type"
"86910","歐元區-景氣衰退機率-歐洲央行模型","財經M平方根據歐洲中央銀行於 2019年提出的模型，利用實際貨幣供給[M1]和德國長短天期利差，利用 Probit 模型計算歐元區的景氣衰退機率。

當實際貨幣供給[M1]下滑幅度越大、長短天期利差倒掛幅度越大，歐元區未來陷入經濟衰退的機率越高。

註：歐洲央行原始模型 https://pse.is/5cajvc



","euro-area-mm-recession-probability-ecb-s-model"
"120833","美國-指數股票型基金[ETF]-總市值(按資產類別)",,"us-exchange-trade-funds-total-financial-assets-market-value-level-by-asset-class"
"86836","美國-10年期美債殖利率組成","10 年期公債殖利率代表著短天期的利率與市場對未來經濟與通膨的預期。聯準會前主席 Ben Bernanke 於 2014 年提出美債長端殖利率的三大組成：實質利率預期、通膨預期、期限溢價。

1. 實質利率預期（TIPS 殖利率）：反映政策利率及景氣預期的變動。
2. 通膨預期（平衡通膨率）：反應通膨預期的變動。
3. 期限議價（ACM）：反應機構對於持有長天期債券的要求報酬。","us-10y-treasury-yield-composition"
"72161","美國-芝加哥聯儲全國活動擴散指數","芝加哥聯儲全國活動擴散指數（CFNAI Diffusion Index）為全國活動指數（CFNAI）組成項目中正向貢獻的淨比例，指標區間為 -1 ~ +1 。

芝加哥聯儲統計，若全國活動擴散指數高於 -0.35，代表經濟維持成長；反之，若全國活動擴散指數低於 -0.35，經濟可能出現衰退。","chicago-national-activity-index-diffusion-index"
"91545","全球-平準化能源成本","平準化能源成本（Levelized Cost of Energy，LCOE）提供一個能在不同發電技術中相比較的成本基準。簡單來說，先計算一個能源系統在整個壽命期間所需的成本（資本支出、維運成本等），再除以系統預計能產生的能量，即可得出每單位（千瓦小時，kWh）能源的生產成本。

近年來，各國氣候政策擴大對於再生能源的支持，資金湧入也導致再生能源相關技術逐漸成熟，成本出現明顯的下降趨勢，甚至進入和傳統石化燃料可比區間（約 0.05 ~ 0.1 $/kWh），有利於加速再生能源在電力行業的部署。","world-lcoe-bioenergy"
"72163","美國-聯準會EBP衰退機率","EBP 衰退機率（Recession Risk based on the Excess Bond Premium）為 2016 年美國聯準會提出的衰退模型。

根據 Gilchrist 和 Zakrajšek（2012）的研究，超額債券溢價（EBP）為企業債券信用利差其中一個組成項目，EBP 是評估企業債券市場投資者情緒或風險偏好的有效指標，當 EBP 越高代表債券市場風險越高。","fed-ebp-recession"
"72169","美國-S&P 500-各產業股價大於50日均線比例","S&P 500 指數與 11 個子產業組成股票價格大於 50 日均線比例。","sp500-sectors-50ma-breadth"
"72173","美日2年期公債利差vs.日圓","美日利差 ＝ 美國 2 年期公債殖利率 - 日本 2 年期公債殖利率，短天期殖利率利差可以反應兩國的貨幣政策變化。

當美日利差擴大時，海外資金傾向流出日本，不利日圓。","jp-yen-2ybond-yield"
"72184","澳洲-每月消費者物價指數","澳洲每月消費者物價指數（Monthly Consumer Price Index Indicator）為澳洲統計局為了政府決策與經濟預測等更高頻率的需求，所編製的月度通膨指標。作為季度 CPI 的先行指標，每月消費者物價指數與季度 CPI 具有強烈的相關性，然而因其樣本數與涵蓋範圍較季度 CPI 調查限縮而有所誤差，也因此在數據發佈後有進行多次調整的可能性。","au-monthly-cpi"
"72187","美國-新屋庫存","庫存月數是指「待銷售數量 / 當月已銷售數量」，代表新屋庫存平均須去化的月數，也就是當月消化庫存的能力，數字越低，代表當月銷售狀況越佳。","us-new-home-for-sale"
"120881","澳洲-利率期貨隱含政策利率曲線","M平方根據短期利率期貨推算出未來逐月隱含政策利率曲線，本圖同時也放上 1 個月前與 3 個月前的利率曲線比較。
","australia-implied-policy-rate-curve-from-interest-rate-futures"
"120882","加拿大-利率期貨隱含政策利率曲線","M平方根據短期利率期貨推算出未來逐月隱含政策利率曲線，本圖同時也放上 1 個月前與 3 個月前的利率曲線比較。","canada-implied-policy-rate-curve-from-interest-rate-futures"
"72565","美國-商業銀行整體信用卡利率","每個月由美國聯邦準備系統（Federal Reserve System）公佈，用於追蹤在美國的商業銀行對所有帳戶收取的平均信用卡利率。此指標可用以追蹤消費者的信用成本。","us-credit-card-rate"
"72694","中國-城鎮居民問卷調查","城鎮儲戶問卷調查是中國人民銀行於 1999 年起建立的一項季度調查制度。每季在全國 50 個（大、中、小）調查城市、 400 個銀行網點中，各隨機抽取 50 名儲戶，共計 20,000 名儲戶作為調查對象。調查內容包括居民對就業與收入情況的感受、物價與房價的預期，以及未來增加更多投資、消費和儲蓄的意願變化，與中國實際的經濟循環走勢基本一致。","china-questionnaire-for-urban-residents"
"72695","中國-企業家問卷調查","企業家問卷調查是中國人民銀行於 1992 年起建立的一項季度調查。調查對象為全國 5,000 多戶工業企業，調查內容主要包括企業對總體經濟前景、訂單需求、資金周轉及回籠、盈利等狀況的判斷。","china-entrepreneur-questionnaire"
"72696","中國-銀行家-貸款需求vs.總經前景","銀行家問卷調查是中國人民銀行於 2004 年建立的一項季度調查，全國共調查 3,200 家銀行機構，調查對象為這些銀行機構（含外資商業銀行機構）的總部負責人，以及其一級分支機搆、二級分支機搆的行長或主管信貸業務的副行長。主要調查內容包括銀行對總體經濟前景、各產業貸款需求、貨幣政策感受及盈利等狀況的判斷。","china-bankers-survey-loan-emand-vs-overall-economic-heat"
"72697","中國-總體經濟熱度vs.全球-MM製造業週期指數","本圖分別選取人行問卷調查中，銀行家、企業家的總體經濟熱度指數，並將其與 MM 製造業週期一同呈現進行檢視。根據過往經驗，當兩個指數同時上升時，往往對應製造業週期的上行階段，可作為判斷製造業築底的信號之一。","china-macro-economic-heat-bankers vs entrepreneurs"
"72698","中國-銀行家問卷調查-企業貸款需求","銀行家問卷調查是中國人民銀行於 2004 年建立的一項季度調查，全國共調查 3,200 家銀行機構，調查對象為這些銀行機構（含外資商業銀行機構）的總部負責人，以及其一級分支機搆、二級分支機搆的行長或主管信貸業務的副行長。主要調查內容包括銀行對總體經濟前景、各產業貸款需求、貨幣政策感受及盈利等狀況的判斷。

本圖主要是將企業依照規模大小區分為大型、中型、小微三類，分別觀察三者各自的貸款需求。","china-banker-questionnaire-enterprises-loan-demand"
"72743","美國-銀行承作消費分期貸款淨意願比例","Fed 為了更準確了解國內消費性放貸的供需變化，針對約 80 家國內銀行與約 20 間位於美國的外國銀行分支機構進行調查，發布資深核貸人員意見調查報告（Senior Loan Officer Opinion Survey, SLOOS），內容包括放貸標準與條款變動、放貸供給和需求變動，調查結果整體以 0 為臨界點。

本圖數據為美國國內銀行承作消費者分期貸款意願調查，大於 0 代表銀行願意承作消費分期貸款，小於 0 代表銀行承作消費分期貸款意願降低。","us-bank-customer-installment-percent"
"72744","美國-非農就業擴散指數","美國就業擴散指數（Employment Diffusion Index）由美國勞動統計局（BLS）公佈，為衡量就業成長擴散程度的指標。

就業擴散指數以 50 為基準，若大於 50，代表就業增加的產業數比就業減少的產業數還多；反之，小於 50，代表就業減少的產業數比較多。

計算公式：就業增加的產業比例 + 0.5 x 就業不變的產業比例
（註：BLS 將就業不變的產業視為一半就業增加與一半就業減少，因此需要乘上 0.5）

就業擴散指數主要有兩種用途：
1. 衡量就業變化的廣度，判斷就業成長是由特定產業貢獻，還是普遍趨勢。
2. 景氣的領先指標，透過數值變化能夠找出景氣循環的反轉點。

註：無 1990 年數據。","us-nfp-diffusion-index"
